borough,cuisine,grades,name,restaurant_id,building,street,zipcode
Brooklyn,Chinese/Japanese,8.666666666666666,Colala Chinese & Japanese Restaurant,41621032,791,Washington Avenue,11238.0
Manhattan,Chinese,12.6,New Food King Chinese Restaurant,41621038,694,10 Avenue,10019.0
Queens,Indian,9.6,Sunshine Grill & Curry,41621041,69-15,Northern Boulevard,11377.0
Manhattan,Italian,10.833333333333334,Tre Sorelle,41621139,61,Reade Street,10007.0
Brooklyn,Caribbean,21.5,Mr. Taste Caterer,41621175,5222,Church Avenue,11203.0
Brooklyn,American ,7.666666666666667,Sea Witch,41621218,703,5 Avenue,11215.0
Manhattan,Sandwiches,4.0,City Swiggers,41621240,320,East   86 Street,10028.0
Queens,Chinese,8.833333333333334,Grace Kitchen,41621317,111-56,Van Wyck Expressway,11420.0
Bronx,American ,16.5,Side Street Lounge,41621393,1330,Blondell Avenue,10461.0
Manhattan,French,11.0,Ayza Wine & Chocolate Bar,41621410,1,7 Avenue South,10014.0
Brooklyn,Mexican,6.25,Caribel Restaurant,41621476,128,Wyckoff Avenue,11237.0
Brooklyn,Bakery,12.4,Duet,41621477,6181,Strickland Avenue,11234.0
Brooklyn,Caribbean,17.0,Sugar Mill Lounge,41621526,834,Clarkson Avenue,11203.0
Queens,American ,9.75,Mike'S Coffee Shop,41621561,3812,20 Avenue,11105.0
Brooklyn,Indian,12.4,Spice Garden Indian Food,41621698,185,Grand Street,11211.0
Manhattan,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",16.2,Mi Paso Centro Americano Restaurant,41621699,4129,Broadway,10033.0
Queens,American ,7.0,Cafe Bench,41621706,19409,Northern Boulevard,11358.0
Manhattan,Turkish,14.25,Turkiss,41621717,104,Macdougal Street,10012.0
Queens,Chicken,6.8,Popeye'S Chicken & Biscuits,41621748,9215,Parsons Boulevard,11433.0
Manhattan,American ,7.666666666666667,Wei West/Beans & Greens,41621807,102-B,North End Avenue,10282.0
Queens,American ,11.8,Hj'S Coffee Shop,41621809,38-01,Astoria Boulevard,11103.0
Queens,Korean,14.2,Arirang Usa,41621868,4104,163 Street,11358.0
Manhattan,American ,9.25,Table D'Hote,41621934,44,East   92 Street,10128.0
Manhattan,French,10.25,Barrio 47,41622000,47,8 Avenue,10014.0
Manhattan,American ,7.75,39 Coffee Shop,41622086,39,West   31 Street,10001.0
Brooklyn,Chinese,10.0,Kingdom Restaurant,41622123,170,Graham Avenue,11206.0
Bronx,"Ice Cream, Gelato, Yogurt, Ices",6.5,Carvel,41622143,3011,Westchester Avenue,10461.0
Manhattan,Café/Coffee/Tea,8.75,D'Vida Health Bar,41622171,357,West   49 Street,10019.0
Manhattan,Chinese,14.25,Hao Wei,41622183,493,2 Avenue,10016.0
Bronx,Italian,11.25,Patricia'S Pizza & Pasta,41622411,3883,East Tremont Avenue,10465.0
Bronx,Chinese,9.75,New Rainbow Chinese Restaurant,41622444,613,East Tremont Avenue,10457.0
Queens,Indian,11.833333333333334,Namaste Indian Cuisine,41622487,31-15,30 Avenue,11102.0
Brooklyn,African,5.0,Akwaaba Restaurant,41622533,604,Parkside Avenue,11226.0
Brooklyn,"Ice Cream, Gelato, Yogurt, Ices",8.25,Blue Marble Ice Cream,41622577,186,Underhill Avenue,11238.0
Manhattan,Bakery,11.4,Insomnia Cookies,41622578,482,3 Avenue,10016.0
Manhattan,Bakery,6.2,Insomnia Cookies,41622588,1579,2 Avenue,10028.0
Staten Island,American ,9.25,Gennaro'S -- Country Lanes,41622592,1600,Hylan Boulevard,10305.0
Manhattan,Japanese,14.8,Toto Sushi,41622616,216,Thompson Street,10012.0
Queens,American ,8.75,Just Made 4 U,41622635,80-21,37 Avenue,11372.0
Manhattan,Café/Coffee/Tea,11.333333333333334,Champignon,41622689,1389,Madison Avenue,10029.0
Manhattan,American ,8.333333333333334,Cafe Aka,41622776,330,East 56 Street,10022.0
Brooklyn,French,7.0,Bistro Petit,41622799,774,Driggs Avenue,11211.0
Manhattan,Sandwiches/Salads/Mixed Buffet,8.0,Subway,41622818,48991,3 Avenue,10016.0
Queens,Spanish,14.666666666666666,La Estancia Restaurant,41622829,4211,102 Street,11368.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.8,Rubi Rosa Restaurant & Bar,41622842,84-07,Northern Boulevard,11372.0
Manhattan,American ,8.0,Subway,41622870,90,Worth Street,10013.0
Brooklyn,Donuts,10.5,Dun-Well Doughnuts,41622930,222,Montrose Avenue,11206.0
Bronx,Jewish/Kosher,12.8,Delicious On Lydig,41622946,746,Lydig Avenue,10462.0
Manhattan,Café/Coffee/Tea,12.5,Coffee Shop,41623049,28,West   32 Street,10001.0
Manhattan,French,7.0,Fp Bakery,41623058,200,West Street,10282.0
Brooklyn,"Ice Cream, Gelato, Yogurt, Ices",9.75,Blue Marble Ice Cream,41623060,196,Court Street,11201.0
Manhattan,Chinese,9.571428571428571,Sing Kee Seafood Restaurant,41623086,42,Bowery,10013.0
Queens,Café/Coffee/Tea,8.2,Lucid Cafe,41623109,5902,Woodside Avenue,11377.0
Queens,Chinese,14.0,New Champion Wok,41623174,10-39,41 Avenue,11101.0
Brooklyn,Café/Coffee/Tea,8.75,Charlotte Patisserie,41623184,596,Manhattan Avenue,11222.0
Manhattan,Asian,8.8,Mike'S Noodle House,41623190,80,Nassau Street,10038.0
Brooklyn,"Juice, Smoothies, Fruit Salads",9.0,Juice Hugger,41623200,85,Rogers Avenue,11216.0
Brooklyn,Chinese,4.666666666666667,Golden Panda Chinese Restaurant,41623217,2824,Fulton Street,11207.0
Brooklyn,American ,7.8,At The Crown Inn,41623260,724,Franklin Avenue,11238.0
Manhattan,Japanese,11.0,Maguro Sushi,41623268,160,East   28 Street,10016.0
Staten Island,Pizza/Italian,10.5,Pronto Pizza,41623317,2935,Veterans Road,10309.0
Brooklyn,American ,8.0,In And Out Chicken,41623350,676,Manhattan Avenue,11222.0
Manhattan,Donuts,10.4,Dunkin Donuts,41623363,1093,2 Avenue,10022.0
Manhattan,Sandwiches/Salads/Mixed Buffet,7.333333333333333,Potbelly Sandwich Shop,41623468,22,East   17 Street,10003.0
Manhattan,American ,11.0,Potbelly Sandwich Shop,41623475,501,7 Avenue,10018.0
Manhattan,American ,8.0,Millenium Hilton,41623532,55,Church Street,10007.0
Manhattan,American ,10.5,Hale & Hearty,41623543,111,Fulton Street,10038.0
Queens,Spanish,14.5,Riquisimo Cafe Bakery,41623580,6929,Queens Boulevard,11377.0
Bronx,Mexican,21.333333333333332,Rinconcito Tepeyac,41623638,381,East  138 Street,10454.0
Staten Island,Tex-Mex,14.8,Fresh Tortillas & Taco,41623645,78,Victory Boulevard,10301.0
Queens,Chinese,17.142857142857142,East Town,41623648,5402,Flushing Avenue,11378.0
Brooklyn,Chinese,10.666666666666666,Top Taste Restaurant,41623654,6307,8 Avenue,11220.0
Manhattan,Japanese,10.5,Yamakage Tokyo,41623669,1026,2 Avenue,10022.0
Queens,Asian,6.6,K & H Sushi World,41623695,41-41,Kissena Boulevard,11355.0
Queens,Pizza/Italian,17.5,Nonna'S Pizzeria & Restaurant,41623711,22-30,154 Street,11357.0
Manhattan,American ,9.5,Corkbuzz Wine Studio,41623737,13,East   13 Street,10003.0
Manhattan,Mexican,13.4,El Aguila,41623743,1634,Lexington Avenue,10029.0
Manhattan,American ,15.4,Lit Lounge Nyc,41623748,93,2 Avenue,10003.0
Queens,Pizza,19.166666666666668,Gino'S Pizza,41623768,1038,Beach   20 Street,11691.0
Bronx,Chinese,12.2,Happy Dragon,41623838,12791281,Walton Avenue,10452.0
Manhattan,American ,7.6,Shorty'S,41623859,66,Madison Avenue,10016.0
Manhattan,American ,10.25,Double Wide Bar,41623868,503,East 12 Street,10009.0
Brooklyn,Chicken,12.75,Crown Fried Chicken,41623877,642,Nostrand Avenue,11216.0
Brooklyn,American ,6.0,Brooklyn Tap House,41623893,590,Myrtle Avenue,11205.0
Brooklyn,Hamburgers,11.5,Peggy'S Burger House,41623958,7202,New Utrecht Ave,11228.0
Manhattan,American ,11.666666666666666,Tribeca Taphouse,41624133,363,Greenwich Street,10013.0
Brooklyn,American ,13.4,Battersby,41624158,255,Smith Street,11231.0
Brooklyn,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13.5,Paladar Restaurant,41624165,2053,Pitkin Avenue,11207.0
Queens,Mexican,12.25,La Canela Restaurant & Cafe,41624188,25-79,Steinway Street,11103.0
Brooklyn,Chinese,11.25,New Hob Boh Kitchen,41624198,5110,7 Avenue,11220.0
Queens,Mexican,11.0,El Coqui Billiard Lounge,41624219,54-19,Myrtle Avenue,11385.0
Brooklyn,Chinese,12.0,Zeng'S Restaurant,41624260,950,Fourth Avenue,11232.0
Queens,French,8.6,Bliss 46  Bistro,41624263,43-46,46 Street,11104.0
Manhattan,Mediterranean,7.8,The Hummus & Pita,41624304,585,Avenue Of The Americas,10011.0
Brooklyn,Middle Eastern,15.285714285714286,Mocha Hookah Cafe,41624356,183,Atlantic Avenue,11201.0
Manhattan,Turkish,8.4,Troy Turkish Grill,41624414,539,9 Avenue,10018.0
Queens,Indian,10.666666666666666,"Humro Bhim'S Cafe,",41624458,74-10,37 Road,11372.0
Brooklyn,Middle Eastern,14.4,Nablus Sweets,41624508,6812,5 Avenue,11220.0
Manhattan,Peruvian,19.0,Pio Pio,41624530,604,10 Avenue,10036.0
Manhattan,Café/Coffee/Tea,5.5,Red Frog,41624602,2058,Broadway,10023.0
Queens,Chicken,13.666666666666666,Mister Chicken To Go,41624605,5326,Roosevelt Avenue,11377.0
Manhattan,Café/Coffee/Tea,3.6666666666666665,Gasoline Alley Coffee,41624665,325,Lafayette Street,10012.0
Brooklyn,Sandwiches,6.666666666666667,Subway,41624691,5601,5 Avenue,11220.0
Queens,American ,8.6,Mcdonald'S,41624694,159-40,Cross Bay Boulevard,11414.0
Manhattan,Mexican,14.0,Toloache,41624715,166,East 82 Street,10028.0
Manhattan,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.833333333333334,Cloisters Deli,41624716,7,Henshaw Street,10034.0
Queens,Mexican,22.8,El Pachangon Iii Restaurant & Bar,41624737,125-15,Jamaica Avenue,11418.0
Staten Island,Chinese,10.5,Emperor House,41624779,767,Forest Avenue,10310.0
Brooklyn,French,9.4,La Defense,41624784,2,Metro Tech Center,11201.0
Manhattan,African,9.0,B & D Halal Restaurant,41624800,163,West   29 Street,10001.0
Queens,Pizza,7.25,Mina'S Pizza,41624840,19819,Hollis Avenue,11412.0
Brooklyn,Caribbean,9.0,Rama'S Roti Shop,41624865,2831,Church Avenue,11226.0
Queens,French,8.25,Bear,41624867,12-14,31 Avenue,11106.0
Brooklyn,American ,18.25,New York Fried Chicken,41624930,2837,86 Street,11223.0
Manhattan,Sandwiches,9.666666666666666,Subway,41624954,739,2 Avenue,10016.0
Queens,American ,10.0,Big New York Fried Chicken,41624957,92-01,165 Street,11433.0
Manhattan,Italian,10.2,Tommy Lasagna,41624974,119,East   18 Street,10003.0
Brooklyn,Caribbean,15.6,N.Y. Tracks Cafe,41624996,1556,Ralph Avenue,11236.0
Bronx,Spanish,12.0,Makumba Restaurant And Catering Hall.,41625013,1880,Carter Avenue,10457.0
Brooklyn,Chicken,10.0,Kennedy Fried Chicken,41625040,4102,Avenue D,11203.0
Queens,Korean,14.6,Da Heen Wangmandoo,41625045,15224,Northern Boulevard,11354.0
Queens,Chinese,10.4,Hong Kong Express,41625049,989,Wyckoff Avenue,11385.0
Queens,Irish,8.8,Station Bar,41625055,39-50,61 Street,11377.0
Bronx,Chinese,9.166666666666666,Six Happiness Chinese Restaurant,41625139,1378,Crosby Avenue,10461.0
Queens,Chinese/Cuban,9.0,El Palacio Del Colesterol,41625229,8701,Northern Boulevard,11372.0
Manhattan,Italian,18.5,Forcella,41625232,334,Bowery,10012.0
Brooklyn,Seafood,19.4,Littleneck,41625254,288,3 Avenue,11215.0
Queens,Mexican,9.285714285714286,Tropicana,41625258,88-11,Roosevelt Avenue,11372.0
Brooklyn,Chinese,14.0,Golden Dragon Chinese & Thai Cuisine,41625259,8523,3 Avenue,11209.0
Manhattan,English,22.8,Whitehall,41625263,19,Greenwich Avenue,10014.0
Manhattan,Hamburgers,9.75,Steak 'N Shake,41625305,1695,Broadway,10019.0
Queens,American ,13.333333333333334,Goodfella'S Grill (Clinton Diner),41625323,5626,Maspeth Avenue,11378.0
Brooklyn,Caribbean,8.5,C & J Ii Jamaican Restaurant & Bakery,41625337,875,Flatbush Avenue,11226.0
Staten Island,Mexican,19.0,Paula'S Restaurant,41625437,537,Port Richmond Ave,10302.0
Staten Island,American ,10.25,Dugout Pub South,41625485,4029,Hylan Boulevard,10308.0
Queens,Chinese,13.0,Yoz Shanghai,41625523,41-28,Main Street,11355.0
Staten Island,Chinese,12.4,New Chef Hong Kitchen,41625562,55,Victory Boulevard,10301.0
Manhattan,Sandwiches/Salads/Mixed Buffet,10.0,Subway,41625581,250,10 Avenue,10001.0
Staten Island,Italian,12.5,Crispy Pizza,41625593,782,Richmond Terrace,10301.0
Manhattan,Chinese,8.0,Shui Mei Cafe,41625622,67,East Broadway,10002.0
Brooklyn,Italian,10.25,Piccoli Trattoria,41625654,522,6 Avenue,11215.0
Manhattan,American ,7.8,Snack Box,41625676,0,Times Square,10036.0
Queens,Asian,16.0,Palazzo Grill & Bar,41625714,154-17,Roosevelt Avenue,11354.0
Bronx,Caribbean,6.6,224Th Corner Restaurant & Bakery,41625825,701,East  224 Street,10466.0
Bronx,Bangladeshi,8.6,Sodesh Restaurant.,41625868,3111,Bainbridge Avenue,10467.0
Manhattan,American ,9.6,Wolfgang'S Steakhouse,41625945,620,8 Avenue,10018.0
Manhattan,American ,3.5,Dunkin' Donuts,41625961,149,Canal Street,10002.0
Brooklyn,Sandwiches/Salads/Mixed Buffet,6.75,Subway,41625990,5407,2 Avenue,11220.0
Brooklyn,American ,7.25,New York Nick'S Deli,41625995,1019,Mcdonald Avenue,11230.0
Manhattan,Café/Coffee/Tea,15.75,Corrado Bread And Pastry,41626009,960,Lexington Avenue,10021.0
Manhattan,Tex-Mex,5.333333333333333,Blockheads,41626013,175,West   90 Street,10024.0
Manhattan,Tapas,17.2,No Fun,41626037,161,Ludlow Street,10002.0
Manhattan,American ,9.0,Genes @ Barneys,41626041,660,Madison Avenue,10065.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18.5,Salinas Ecuadorian Bar & Restaurant,41626094,10202,Northern Boulevard,11368.0
Staten Island,Chinese,12.0,New Chen'S Garden,41626102,1547,Arthur Kill Road,10312.0
Brooklyn,American ,13.2,Allswell,41626109,124,Bedford Avenue,11249.0
Manhattan,Chinese,15.4,Chen Wong Restaurant,41626151,197,Madison Street,10002.0
Manhattan,Chinese,15.0,Happy Joy,41626179,760,10 Avenue,10019.0
Queens,Peruvian,14.8,Cevicheria El Rey,41626192,85-16,Roosevelt Avenue,11372.0
Manhattan,American ,25.0,United Fried Chicken,41626198,561,Malcolm X Boulevard,10037.0
Manhattan,Vietnamese/Cambodian/Malaysia,14.8,Cong Ly Restaurant,41626364,124,Hester Street,10002.0
Manhattan,Thai,9.4,Ltk Little Thai Kitchen,41626403,231,East   53 Street,10022.0
Staten Island,Pizza/Italian,13.75,Joe Joe Pizzeria,41626415,739,Henderson Avenue,10310.0
Brooklyn,Chinese,12.333333333333334,Cam Tak Express Restaurant,41626426,1073,Flatbush Avenue,11226.0
Manhattan,American ,8.4,Honky Tonk Tavern,41626438,1154,1 Avenue,10065.0
Queens,Japanese,18.666666666666668,Chikurin,41626454,97-09,64 Avenue,11374.0
Brooklyn,American ,7.666666666666667,The Flat,41626466,308,Hooper Street,11211.0
Manhattan,American ,13.833333333333334,Worth Cafe,41626468,111,Worth Street,10013.0
Queens,Chinese,13.4,Kelly  Chinese  Restaurant.,41626522,21-40,Utopia Parkway,11357.0
Manhattan,Steak,13.8,Stk,41626556,1114,Avenue Of The Americas,10036.0
Staten Island,Barbecue,17.25,Daddyo'S Barbeque And Sports Bar,41626578,35,Androvette Street,10309.0
Brooklyn,Caribbean,9.0,Fisherman'S Cove,41626583,1122,Eastern Parkway,11213.0
Brooklyn,American ,10.666666666666666,Punto Bianco,41626594,14,Jay Street,11201.0
Manhattan,Pizza,13.5,Sal'S Family Pizza,41626598,384,Broome Street,10013.0
Brooklyn,Bakery,7.75,The Bagel Store,41626629,349,Bedford Avenue,11211.0
Manhattan,American ,13.25,Dl,41626630,95,Delancey Street,10002.0
Bronx,Chinese,11.6,Fu Xing,41626658,807,Southern Boulevard,10459.0
Manhattan,Turkish,12.5,Pera Soho,41626713,54,Thompson Street,10012.0
Brooklyn,Bakery,10.571428571428571,Y & Y Bakery,41626723,6306,14 Avenue,11219.0
Manhattan,Chinese,12.8,''U'' Like Chinese Restaurant,41626741,4926,Broadway,10034.0
Manhattan,Café/Coffee/Tea,9.75,Lenox Coffee,41626743,60,West  129 Street,10027.0
Manhattan,American ,10.0,Eleven Madison Park,41626762,11,Madison Avenue,10010.0
Manhattan,Café/Coffee/Tea,7.5,Sasha'S Coffee,41626874,711,Amsterdam Avenue,10025.0
Brooklyn,Armenian,8.666666666666666,Oak & Iron,41626893,147,Franklin Street,11222.0
Manhattan,Italian,6.0,Caffe Storico,41626908,2,West   77 Street,10024.0
Queens,Korean,22.6,Feng Mao Bbq,41626911,136-88,Roosevelt Avenue,11354.0
Brooklyn,Caribbean,11.0,Caribbean Top Grill,41626921,2077,Nostrand Avenue,11210.0
Queens,Pizza/Italian,8.75,Verdecchio Pizzeria & Ristorante,41626954,3909,Queens Boulevard,11104.0
Manhattan,Asian,8.0,Xe May,41627061,96,St Marks Place,10009.0
Brooklyn,American ,18.2,Walter'S,41627123,166,Dekalb Avenue,11217.0
Bronx,Chinese,10.6,China Wok,41627133,3431,Boston Road,10469.0
Manhattan,Armenian,6.666666666666667,Fancy Girl Catering,41627201,415,West   13 Street,10014.0
Brooklyn,Café/Coffee/Tea,7.25,Dunkin Donuts,41627202,1700,Church Avenue,11226.0
Manhattan,Indian,9.5,Anjappar Chettinad South Indian Cuisine,41627217,116,Lexington Avenue,10016.0
Queens,Caribbean,12.25,Kelly D Jamaican And American Restaurant,41627290,110-50,Sutphin Boulevard,11435.0
Manhattan,Mexican,8.833333333333334,Chipotle Mexican Grill,41627315,281,Broadway,10007.0
Manhattan,Mexican,9.4,Chipotle Mexican Grill,41627318,625,Broadway,10012.0
Brooklyn,Asian,9.4,New H.K. Tea And Sushi,41627325,2033,86 Street,11214.0
Bronx,Sandwiches,10.25,Subway,41627341,3683,Bruckner Boulevard,10461.0
Manhattan,Asian,16.2,Players,41627415,25,West   32 Street,10001.0
Manhattan,Vietnamese/Cambodian/Malaysia,17.75,Luu'S  Baguette,41627431,134,East   26 Street,10010.0
Manhattan,Middle Eastern,10.4,Falafel Express,41627452,1406,Madison Avenue,10029.0
Brooklyn,American ,18.375,Happy Days Diner,41627475,148,Montague Street,11201.0
Manhattan,Bagels/Pretzels,9.4,Bagel Express,41627484,347,Lexington Avenue,10016.0
Manhattan,Korean,9.5,Bangia Bar & Lounge,41627515,11,East 32 Street,10016.0
Queens,Spanish,10.6,El Fogon Costeno Restaurant.,41627520,10912,Northern Boulevard,11368.0
Bronx,African,12.833333333333334,Nana'S African Kitchen,41627529,3650,White Plains Road,10467.0
Manhattan,Chinese,17.0,New Aroma,41627542,465,West  125 Street,10027.0
Brooklyn,Indonesian,10.25,Selamat Pagi,41627640,152,Driggs Avenue,11222.0
Manhattan,Asian,17.666666666666668,Amaze Fusion Lounge,41627665,694,3 Avenue,10017.0
Manhattan,Chinese,9.0,Silver Palace,41627744,3846,Broadway,10032.0
Staten Island,Italian,10.333333333333334,Piccolino,41627762,3935,Amboy Road,10308.0
Queens,Caribbean,15.833333333333334,Johnny'S Restaurant Bar & Lounge,41627769,107-09,Rockaway Boulevard,11417.0
Manhattan,American ,14.2,Jacob'S Pickles,41627819,509,Amsterdam Avenue,10024.0
Manhattan,Café/Coffee/Tea,5.0,Davidstea,41627867,275,Bleecker Street,10014.0
Queens,Chinese,12.166666666666666,East Meets West,41627869,6507,Woodhaven Boulevard,11374.0
Manhattan,Other,13.8,The Americano Hotel,41627871,518,West   27 Street,10001.0
Brooklyn,Russian,7.8,Pyramida Billiards,41627909,1828,Mcdonald Avenue,11223.0
Manhattan,American ,9.0,Algonquin Hotel,41627949,59,West 44 Street,10036.0
Queens,Chinese,21.8,Green Garden,41627976,2220,154 Street,11357.0
Queens,Caribbean,17.5,Jouvay Night Club,41627984,14702,Liberty Avenue,11435.0
Manhattan,Café/Coffee/Tea,7.0,La Cololmbe,41627996,400,Lafayette Street,10003.0
Queens,Chinese,15.2,Peking Roast Duck,41628053,37-02,Prince Street,11354.0
Manhattan,Bakery,9.0,Lloyd'S Carrot Cake,41628099,1553,Lexington Avenue,10029.0
Brooklyn,Chinese,10.0,New Imperial Kitchen,41628105,303,Schenectady Avenue,11213.0
Queens,Chinese,8.0,Peking Chinese Restaurant,41628109,14106,Northern Boulevard,11354.0
Brooklyn,Seafood,7.666666666666667,Sole Of The Sea,41628145,527,Albany Avenue,11203.0
Brooklyn,American ,9.0,Ovi'S Place,41628216,2925,Avenue H,11210.0
Queens,Caribbean,12.0,Gt Ricebowl Restaurant And Lounge,41628219,11409,Liberty Avenue,11419.0
Queens,Middle Eastern,19.625,Just Combo,41628301,21-01,21 Avenue,11105.0
Queens,Indonesian,9.75,Asian Taste 86,41628343,8610,Whitney Avenue,11373.0
Manhattan,Café/Coffee/Tea,7.0,Davidstea,41628345,1124,3 Avenue,10065.0
Manhattan,Asian,6.25,Lao Di Fang Noodle House,41628358,28,Forsyth Street,10002.0
Manhattan,American ,19.0,121 Fulton Street,41628361,121,Fulton Street,10038.0
Queens,Chinese,10.166666666666666,Grand Evergreen Chinese Food,41628362,13106,Rockaway Boulevard,11420.0
Brooklyn,Turkish,4.333333333333333,L' Chaim Cafe,41628363,1017,Avenue K,11230.0
Manhattan,Chinese,19.5,China Taste,41628364,1570,2 Avenue,10028.0
Queens,Eastern European,8.0,F.Ottomanelli Burgers & Belgium Fries,41628404,6015,Woodside Avenue,11377.0
Brooklyn,Chicken,12.25,Kentucky Fried Chicken,41628418,1556,Myrtle Avenue,11237.0
Manhattan,American ,5.75,Kentucky Fried Chicken,41628421,1922,3 Avenue,10029.0
Queens,American ,19.2,Safari Beach Club,41628423,4005,Bell Boulevard,11361.0
Queens,Chicken,8.25,Kentucky Fried Chicken,41628424,1312,Beach Channel Drive,11691.0
Bronx,"Juice, Smoothies, Fruit Salads",2.5,Sientase De Maravilla,41628425,1572,Watson Avenue,10472.0
Brooklyn,Chicken,7.8,Kentucky Fried Chicken,41628427,1040,Bedford Avenue,11205.0
Manhattan,Café/Coffee/Tea,9.4,The Coffee Bean & Tea Leaf,41628429,392,Columbus Avenue,10024.0
Queens,American ,9.0,Kentucky Fried Chicken,41628432,14004,Queens Boulevard,11435.0
Brooklyn,Chicken,8.0,Kentucky Fried Chicken,41628435,1667,Pitkin Avenue,11212.0
Queens,Chicken,6.6,Kentucky Fried Chicken,41628443,11705,Francis Lewis Boulevard,11411.0
Brooklyn,Chicken,15.0,Kentucky Fried Chicken,41628450,666,Bushwick Avenue,11221.0
Manhattan,Chicken,6.75,Kentucky Fried Chicken,41628456,707,Lenox Avenue,10039.0
Queens,Chicken,7.75,Kentucky Fried Chicken,41628459,15212,Rockway Boulevard,11434.0
Queens,Caribbean,15.4,Players Bar & Restaurant,41628468,129-06,Liberty Avenue,11419.0
Queens,Chicken,10.25,Kentucky Fried Chicken,41628478,15850,Cross Bay Boulevard,11414.0
Brooklyn,Chicken,7.0,Kentucky Fried Chicken,41628481,495,Nostrand Avenue,11216.0
Queens,Chicken,8.6,Kentucky Fried Chicken,41628486,8719,Jamaica Avenue,11421.0
Staten Island,Eastern European,8.333333333333334,Cafe Gourmand,41628517,548,Lincoln Avenue,10306.0
Brooklyn,Chinese,15.6,New Taste Of Oriental,41628567,614,4 Avenue,11215.0
Manhattan,American ,8.5,Lillie'S,41628608,249,West   49 Street,10019.0
Manhattan,Bakery,11.4,My Ny Bakery Cafe,41628619,1565,Lexington Avenue,10029.0
Brooklyn,Tex-Mex,11.75,Di Di Chinese Restaurant,41628634,2318,Nostrand Avenue,11210.0
Manhattan,Japanese,13.75,Ootoya Japanese Restaurant,41628657,8,West   18 Street,10011.0
Manhattan,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",14.2,Acuario Cafe,41628667,306,West 37 Street,10018.0
Manhattan,American ,7.666666666666667,5 Napkin Burger,41628697,150,East   14 Street,10003.0
Brooklyn,Sandwiches,10.6,Subway,41628709,4,Metrotech Center Street,11201.0
Manhattan,American ,10.0,Liberty Diner,41628765,234,West 42 Street,10036.0
Manhattan,Chinese,12.4,New Fa Shing Chinese Restaurant.,41628808,2107,3 Avenue,10029.0
